,Cluster_ID,Index,Title,Authors,DOI,Abstract
142,96,218,Efficacy of radiotherapy in combined treatment of hepatocellular carcinoma patients with portal vein tumor thrombus: a real-world study.,Xiao Y; Li K; Zhao Y; Yang S; Yan J; Xiang C; Zeng J; Lu Q; Zhang C; Li G; Li G; Dong J,10.1186/s12893-024-02334-1,"BACKGROUND AND AIMS: Hepatocellular carcinoma (HCC) with portal vein tumor thrombus (PVTT) has an extremely poor prognosis. A previous study proved that low-dose radiotherapy (RT) could prolong the prognosis of HCC patients with PVTT. This study aims to explore the sensitivity of PVTT to RT treatment. METHODS: Patients were selected based on imaging diagnosis of HCC accompanied by PVTT and received combined treatment of radiotherapy, antiangiogenic drugs and immune checkpoint inhibitors, followed by hepatectomy or liver transplantation from January 2019 to August 2022. The efficacy was evaluated by Response Evaluation Criteria in Solid Tumors (RECIST) guidelines and pathological assessment. The sensitivity of tumor cells to the treatment was compared between the primary tumor (PT)and PVTT by analyzing their residual tumor and pathologic complete remission (PCR) incidence. RESULTS: Data from 14 patients were collected in the study. After combined treatment, the size of PVTT decreased more significantly than that of the primary tumor in the imaging study (p < 0.05). The residual cancer was significantly more restrictive than that of primary tumor in paired patients based on pathological measurement (p = 0.008). The PCR incidence of the primary tumor (21.42%) was significantly lower (p = 0.008) than that of PVTT in the pathologic study (78.57%). CONCLUSION: PVTT is more sensitive to radiotherapy treatment than the primary tumor in patients with HCC. This combination therapy might be an effective option as a downstaging therapy for patients with HCC with PVTT."
143,97,97,Outcome and management of patients with hepatocellular carcinoma who achieved a complete response to immunotherapy-based systemic therapy,"Scheiner, B; Kang, B; Balcar, L; Radu, IP; Reiter, FP; Adzic, G; Guo, J; Gao, X; Yuan, X; Cheng, L; Gorgulho, J; Schultheiss, M; Peeters, F; Hucke, F; Ben Khaled, N; Piseddu, I; Philipp, A; Sinner, F; D'Alessio, A; Pomej, K; Saborowski, A; Bathon, M; Schwacha-Eipper, B; Zarka, V; Lampichler, K; Nishida, N; Lee, PC; Krall, A; Saeed, A; Himmelsbach, V; Tesini, G; Huang, YH; Vivaldi, C; Masi, G; Vogel, A; Schulze, K; Trauner, M; Djanani, A; Stauber, R; Kudo, M; Parikh, ND; Dufour, JF; Prejac, J; Geier, A; Bengsch, B; von Felden, J; Venerito, M; Weinmann, A; Peck-Radosavljevic, M; Finkelmeier, F; Dekervel, J; Ji, FP; Wang, HW; Rimassa, L; Pinato, DJ; Bouattour, M; Chon, HJ; Pinter, M",10.1097/HEP.0000000000001163,"Background and Aims:The outcome of patients with HCC who achieved complete response (CR) to immune-checkpoint inhibitor (ICI)-based systemic therapies is unclear.Approach and Results:Retrospective study of patients with HCC who had CR according to modified Response Evaluation Criteria in Solid Tumors (CR-mRECIST) to ICI-based systemic therapies from 28 centers in Asia, Europe, and the United States. Of 3933 patients with HCC treated with ICI-based noncurative systemic therapies, 174 (4.4%) achieved CR-mRECIST, and 97 (2.5%) had CR according to RECISTv1.1 (CR-RECISTv1.1) as well. The mean age of the total cohort (male, 85%; Barcelona-Clinic Liver Cancer-C, 70%) was 65.9 +/- 9.8 years. The majority (83%) received ICI-based combination therapies. Median follow-up was 32.2 (95% CI: 29.9-34.4) months. One- and 3-year overall survival rates were 98% and 86%. One- and 3-year recurrence-free survival rates were excellent in patients with CR-mRECIST-only and CR-RECISTv1.1 (78% and 55%; 70% and 42%). Among patients who discontinued ICIs for reasons other than recurrence, those who received immunotherapy for >= 6 months after the first mRECIST CR had a longer recurrence-free survival than those who discontinued immunotherapy earlier (p=0.008). Of 9 patients who underwent curative surgical conversion therapy, 8 (89%) had pathological CR (CR-RECISTv1.1, n= 2/2; CR-mRECIST-only, n= 6/7).Conclusions:Overall survival and recurrence-free survival of patients with CR-mRECIST-only and CR-RECISTv1.1 were excellent, and 6 of 7 patients with CR-mRECIST-only who underwent surgical conversion therapy had pathological CR. Despite potential limitations, these findings support the use of mRECIST in the context of immunotherapy for clinical decision-making. When considering ICI discontinuation, treatment for at least 6 months beyond CR seems advisable."
144,97,181,Outcome and management of patients with hepatocellular carcinoma who achieved a complete response to immunotherapy-based systemic therapy.,Scheiner B; Kang B; Balcar L; Radu IP; Reiter FP; Adžić G; Guo J; Gao X; Yuan X; Cheng L; Gorgulho J; Schultheiss M; Peeters F; Hucke F; Ben Khaled N; Piseddu I; Philipp A; Sinner F; D'Alessio A; Pomej K; Saborowski A; Bathon M; Schwacha-Eipper B; Zarka V; Lampichler K; Nishida N; Lee PC; Krall A; Saeed A; Himmelsbach V; Tesini G; Huang YH; Vivaldi C; Masi G; Vogel A; Schulze K; Trauner M; Djanani A; Stauber R; Kudo M; Parikh ND; Dufour JF; Prejac J; Geier A; Bengsch B; von Felden J; Venerito M; Weinmann A; Peck-Radosavljevic M; Finkelmeier F; Dekervel J; Ji F; Wang HW; Rimassa L; Pinato DJ; Bouattour M; Chon HJ; Pinter M,10.1097/HEP.0000000000001163,"BACKGROUND AND AIMS: The outcome of patients with HCC who achieved complete response (CR) to immune-checkpoint inhibitor (ICI)-based systemic therapies is unclear. APPROACH AND RESULTS: Retrospective study of patients with HCC who had CR according to modified Response Evaluation Criteria in Solid Tumors (CR-mRECIST) to ICI-based systemic therapies from 28 centers in Asia, Europe, and the United States. Of 3933 patients with HCC treated with ICI-based noncurative systemic therapies, 174 (4.4%) achieved CR-mRECIST, and 97 (2.5%) had CR according to RECISTv1.1 (CR-RECISTv1.1) as well. The mean age of the total cohort (male, 85%; Barcelona-Clinic Liver Cancer-C, 70%) was 65.9±9.8 years. The majority (83%) received ICI-based combination therapies. Median follow-up was 32.2 (95% CI: 29.9-34.4) months. One- and 3-year overall survival rates were 98% and 86%. One- and 3-year recurrence-free survival rates were excellent in patients with CR-mRECIST-only and CR-RECISTv1.1 (78% and 55%; 70% and 42%). Among patients who discontinued ICIs for reasons other than recurrence, those who received immunotherapy for ≥6 months after the first mRECIST CR had a longer recurrence-free survival than those who discontinued immunotherapy earlier (p=0.008). Of 9 patients who underwent curative surgical conversion therapy, 8 (89%) had pathological CR (CR-RECISTv1.1, n= 2/2; CR-mRECIST-only, n= 6/7). CONCLUSIONS: Overall survival and recurrence-free survival of patients with CR-mRECIST-only and CR-RECISTv1.1 were excellent, and 6 of 7 patients with CR-mRECIST-only who underwent surgical conversion therapy had pathological CR. Despite potential limitations, these findings support the use of mRECIST in the context of immunotherapy for clinical decision-making. When considering ICI discontinuation, treatment for at least 6 months beyond CR seems advisable."
145,98,98,Outcomes of Salvage Surgery Versus Non-Salvage Surgery for Initially Unresectable Hepatocellular Carcinoma After Conversion Therapy with Transcatheter Arterial Chemoembolization Combined with Lenvatinib Plus Anti-PD-1 Antibody: A Multicenter Retrospective Study,"Wu, JY; Wu, JY; Fu, YK; Ou, XY; Li, SQ; Zhang, ZB; Zhou, JY; Li, B; Wang, SJ; Chen, YF; Yan, ML",10.1245/s10434-024-14944-3,"Background. Combination treatment with transcatheter arterial chemoembolization (TACE), lenvatinib, and anti-programmed death-1 (anti-PD-1) antibodies (triple therapy) has a high rate of tumor response and converted resection for initially unresectable hepatocellular carcinoma (uHCC) patients. This study aimed to assess the outcomes of salvage surgery in uHCC patients after conversion therapy with triple therapy. Methods. uHCC patients who met the criteria for hepatectomy after receiving triple therapy as first-line treatment were eligible for inclusion in this study. The overall survival (OS) and progression-free survival (PFS) rates in patients who received salvage surgery (SR group) and those who did not (non-SR group) were compared. Results. Of the 144 patients assessed, 91 patients underwent salvage surgery and 53 did not. The OS rates in the SR group were significantly better than those in the non-SR group. The 1- and 2-year OS rates in the SR group were 92.0% and 79.9%, respectively, whereas those in the non-SR group were 85.5% and 39.6 %, respectively (p = 0.007); however, there was no significant difference in the PFS rates. Upon further stratification, OS and PFS were significantly better in the SR group than in the non-SR group in patients who were assessed as partial responses (PR), while there was no significant difference in patients who were assessed as complete response (CR). Conclusions. Salvage surgery is recommended and is associated with a favorable prognosis for uHCC patients who were assessed as PR after conversion therapy, however it may not be necessary for uHCC if CR was achieved."
146,98,198,Outcomes of Salvage Surgery Versus Non-Salvage Surgery for Initially Unresectable Hepatocellular Carcinoma After Conversion Therapy with Transcatheter Arterial Chemoembolization Combined with Lenvatinib Plus Anti-PD-1 Antibody: A Multicenter Retrospective Study.,Wu JY; Wu JY; Fu YK; Ou XY; Li SQ; Zhang ZB; Zhou JY; Li B; Wang SJ; Chen YF; Yan ML,10.1245/s10434-024-14944-3,"BACKGROUND: Combination treatment with transcatheter arterial chemoembolization (TACE), lenvatinib, and anti-programmed death-1 (anti-PD-1) antibodies (triple therapy) has a high rate of tumor response and converted resection for initially unresectable hepatocellular carcinoma (uHCC) patients. This study aimed to assess the outcomes of salvage surgery in uHCC patients after conversion therapy with triple therapy. METHODS: uHCC patients who met the criteria for hepatectomy after receiving triple therapy as first-line treatment were eligible for inclusion in this study. The overall survival (OS) and progression-free survival (PFS) rates in patients who received salvage surgery (SR group) and those who did not (non-SR group) were compared. RESULTS: Of the 144 patients assessed, 91 patients underwent salvage surgery and 53 did not. The OS rates in the SR group were significantly better than those in the non-SR group. The 1- and 2-year OS rates in the SR group were 92.0% and 79.9%, respectively, whereas those in the non-SR group were 85.5% and 39.6 %, respectively (p = 0.007); however, there was no significant difference in the PFS rates. Upon further stratification, OS and PFS were significantly better in the SR group than in the non-SR group in patients who were assessed as partial responses (PR), while there was no significant difference in patients who were assessed as complete response (CR). CONCLUSIONS: Salvage surgery is recommended and is associated with a favorable prognosis for uHCC patients who were assessed as PR after conversion therapy, however it may not be necessary for uHCC if CR was achieved."
147,100,100,Enhanced therapeutic outcomes with atezolizumab-bevacizumab and SIRT combination compared to SIRT alone in unresectable HCC: A promising approach for improved survival,"Mejait, A; Roux, C; Soret, M; Larrey, E; Wagner, M; Bijot, JC; Lussey-Lepoutre, C; Thabut, D; Goumard, C; Maksud, P; Allaire, M",10.1016/j.clinre.2024.102282,"Background: Integrating immunotherapy with locoregional therapies marks a significant milestone in the realm of hepatocellular carcinoma (HCC) treatment . This study aimed to assess the impact of addition of AtezolizumabBevacizumab (AtezoBev) on the outcome patients treated with SIRT. Methods: We conducted a study that included all Child-Pugh A HCC treated with SIRT since 2017. We examined the effects of the addition of 3 infusions of AtezoBev before the SIRT procedure and after SIRT on patients outcome (AtezoBev-SIRT group). Time-to-event data were analyzed using Kaplan-Meier with the log-rank test. Results: Thirty five HCC patients treated with SIRT were included, of whom 23 % also received AtezoBev infusions. The two groups were similar in terms of liver function and HCC parameters. The median OS was not reached for patients who received AtezoBev in combination with SIRT and 14 months for patients only treated by SIRT. The median PFS was higher in the group treated by SIRT and AtezoBev vs SIRT alone (11.3 months vs 5.8 months). In the global cohort, 8 patients presented a downstaging (23 %), 4 underwent liver surgery (1 in the AtezoBev-SIRT group) and 4 liver transplantation (1 in the AtezoBev-SIRT group) Conclusions: The administration of AtezoBev, both before and after SIRT, is associated with enhanced OS and PFS outcomes compared to SIRT alone for unresectable HCC."
148,100,227,Enhanced therapeutic outcomes with atezolizumab-bevacizumab and SIRT combination compared to SIRT alone in unresectable HCC: A promising approach for improved survival.,Mejait A; Roux C; Soret M; Larrey E; Wagner M; Bijot JC; Lussey-Lepoutre C; Thabut D; Goumard C; Maksud P; Allaire M,10.1016/j.clinre.2024.102282,"BACKGROUND: Integrating immunotherapy with locoregional therapies marks a significant milestone in the realm of hepatocellular carcinoma (HCC) treatment . This study aimed to assess the impact of addition of Atezolizumab-Bevacizumab (AtezoBev) on the outcome patients treated with SIRT. METHODS: We conducted a study that included all Child-Pugh A HCC treated with SIRT since 2017. We examined the effects of the addition of 3 infusions of AtezoBev before the SIRT procedure and after SIRT on patients outcome (AtezoBev-SIRT group). Time-to-event data were analyzed using Kaplan-Meier with the log-rank test. RESULTS: Thirty five HCC patients treated with SIRT were included, of whom 23 % also received AtezoBev infusions. The two groups were similar in terms of liver function and HCC parameters. The median OS was not reached for patients who received AtezoBev in combination with SIRT and 14 months for patients only treated by SIRT. The median PFS was higher in the group treated by SIRT and AtezoBev vs SIRT alone (11.3 months vs 5.8 months). In the global cohort, 8 patients presented a downstaging (23 %), 4 underwent liver surgery (1 in the AtezoBev-SIRT group) and 4 liver transplantation (1 in the AtezoBev-SIRT group) CONCLUSIONS: The administration of AtezoBev, both before and after SIRT, is associated with enhanced OS and PFS outcomes compared to SIRT alone for unresectable HCC."
149,101,101,"Integrated use of PD-1 inhibition and transarterial chemoembolization for hepatocellular carcinoma: evaluation of safety and efficacy in a retrospective, propensity score-matched study","Marinelli, B; Kim, E; D'Alessio, A; Cedillo, M; Sinha, I; Debnath, N; Kudo, M; Nishida, N; Saeed, A; Hildebrand, H; Kaseb, AO; Abugabal, YI; Pillai, A; Huang, YH; Khan, U; Muzaffar, M; Naqash, AR; Patel, R; Fischman, A; Bishay, V; Bettinger, D; Sung, M; Ang, C; Schwartz, M; Pinato, DJ; Marron, T",10.1136/jitc-2021-004205,"Background Immune checkpoint inhibitors (ICIs) have revolutionized treatment of advanced hepatocellular carcinoma. Integrated use of transarterial chemoembolization (TACE), a locoregional inducer of immunogenic cell death, with ICI has not been formally assessed for safety and efficacy outcomes. Methods From a retrospective multicenter dataset of 323 patients treated with ICI, we identified 31 patients who underwent >1 TACE 60 days before or concurrently, with nivolumab at a single center. We derived a propensity score-matched cohort of 104 patients based on Child-Pugh Score, portal vein thrombosis, extrahepatic metastasis and alpha fetoprotein (AFP) who received nivolumab monotherapy. We described overall survival (OS), progression-free survival (PFS), objective responses according to modified RECIST criteria and safety in the multimodal arm in comparison to monotherapy. Results Over a median follow-up of 9.3 (IQR 4.0-16.4) months, patients undergoing multimodal immunotherapy with TACE achieved a significantly longer median (95% CI) PFS of 8.8 (6.2-23.2) vs 3.7 (2.7-5.4) months (log-rank 0.15, p<0.01) in the monotherapy group. Multimodal immunotherapy with TACE demonstrated a numerically longer OS compared with ICI monotherapy with a median 35.1 (16.1-Not Evaluable) vs 16.6 (15.7-32.6) months (log-rank 0.41, p=0.12). In the multimodal treatment group, there were three (10%) grade 3 or higher adverse events (AEs) attributed to immunotherapy compared with seven (6.7%) in the matched ICI monotherapy arm. There were no AEs grade 3 or higher attributed to TACE in the multimodal treatment arm. At 3 months following each TACE in the multimodal arm, there was an overall objective response rate of 84%. There were no significant changes in liver functional reserve 1 month following each TACE. Four patients undergoing multimodal treatment were successfully bridged to transplant. Conclusions TACE can be safely integrated with programmed cell death 1 blockade and may lead to a significant delay in tumor progression and disease downstaging in selected patients."
150,101,221,"Integrated use of PD-1 inhibition and transarterial chemoembolization for hepatocellular carcinoma: evaluation of safety and efficacy in a retrospective, propensity score-matched study.",Marinelli B; Kim E; D'Alessio A; Cedillo M; Sinha I; Debnath N; Kudo M; Nishida N; Saeed A; Hildebrand H; Kaseb AO; Abugabal YI; Pillai A; Huang YH; Khan U; Muzaffar M; Naqash AR; Patel R; Fischman A; Bishay V; Bettinger D; Sung M; Ang C; Schwartz M; Pinato DJ; Marron T,10.1136/jitc-2021-004205,"BACKGROUND: Immune checkpoint inhibitors (ICIs) have revolutionized treatment of advanced hepatocellular carcinoma. Integrated use of transarterial chemoembolization (TACE), a locoregional inducer of immunogenic cell death, with ICI has not been formally assessed for safety and efficacy outcomes. METHODS: From a retrospective multicenter dataset of 323 patients treated with ICI, we identified 31 patients who underwent >1 TACE 60 days before or concurrently, with nivolumab at a single center. We derived a propensity score-matched cohort of 104 patients based on Child-Pugh Score, portal vein thrombosis, extrahepatic metastasis and alpha fetoprotein (AFP) who received nivolumab monotherapy. We described overall survival (OS), progression-free survival (PFS), objective responses according to modified RECIST criteria and safety in the multimodal arm in comparison to monotherapy. RESULTS: Over a median follow-up of 9.3 (IQR 4.0-16.4) months, patients undergoing multimodal immunotherapy with TACE achieved a significantly longer median (95% CI) PFS of 8.8 (6.2-23.2) vs 3.7 (2.7-5.4) months (log-rank 0.15, p<0.01) in the monotherapy group. Multimodal immunotherapy with TACE demonstrated a numerically longer OS compared with ICI monotherapy with a median 35.1 (16.1-Not Evaluable) vs 16.6 (15.7-32.6) months (log-rank 0.41, p=0.12). In the multimodal treatment group, there were three (10%) grade 3 or higher adverse events (AEs) attributed to immunotherapy compared with seven (6.7%) in the matched ICI monotherapy arm. There were no AEs grade 3 or higher attributed to TACE in the multimodal treatment arm. At 3 months following each TACE in the multimodal arm, there was an overall objective response rate of 84%. There were no significant changes in liver functional reserve 1 month following each TACE. Four patients undergoing multimodal treatment were successfully bridged to transplant. CONCLUSIONS: TACE can be safely integrated with programmed cell death 1 blockade and may lead to a significant delay in tumor progression and disease downstaging in selected patients. commercial re-use. See rights and permissions. Published by BMJ."
151,102,102,Radiographic and α-fetoprotein response predict pathologic complete response to immunotherapy plus a TKI in hepatocellular carcinoma: a multicenter study,"Huang, C; Zhu, XD; Shen, YH; Xu, B; Wu, D; Ji, Y; Chen, LL; Song, TQ; Zhang, W; Zeng, ZM; Huang, HS; Wang, K; Huang, LQ; Chen, YJ; Yang, YC; Zhou, LD; Long, G; Zhao, HT; Wang, YC; Ge, NL; Chen, Y; Tan, CJ; Zhou, J; Fan, J; Sun, HC",10.1186/s12885-023-10898-z,"BackgroundPathologic complete response (pCR) following preoperative systemic therapy is associated with improved outcomes after subsequent liver transplant/resection in hepatocellular carcinoma (HCC). However, the relationship between radiographic and histopathological response remains unclear.MethodsWe retrospectively examined patients with initially unresectable HCC who received tyrosine kinase inhibitor (TKI) plus anti-programmed death 1 (PD-1) therapy before undergoing liver resection between March 2019 and September 2021 across 7 hospitals in China. Radiographic response was evaluated using mRECIST. A pCR was defined as no viable tumor cells in resected samples.ResultsWe included 35 eligible patients, of whom 15 (42.9%) achieved pCR after systemic therapy. After a median follow-up of 13.2 months, tumors recurred in 8 non-pCR and 1 pCR patient. Before resection, there were 6 complete responses, 24 partial responses, 4 stable disease cases, and 1 progressive disease case, per mRECIST. Predicting pCR by radiographic response yielded an area under the receiver operating characteristic curve (AUC) of 0.727 (95% CI: 0.558-0.902), with an optimal cutoff value of 80% reduction in the enhanced area in MRI (called major radiographic response), which had a 66.7% sensitivity, 85.0% specificity, and a 77.1% diagnostic accuracy. When radiographic response was combined with alpha-fetoprotein response, the AUC was 0.926 (95% CI: 0.785-0.999); the optimal cutoff value was 0.446, which had a 91.7% sensitivity, 84.6%, specificity, and an 88.0% diagnostic accuracy.ConclusionsIn patients with unresectable HCC receiving combined TKI/anti-PD 1 therapy, major radiographic response alone or combined with alpha-fetoprotein response may predict pCR."
152,102,212,Radiographic and α-fetoprotein response predict pathologic complete response to immunotherapy plus a TKI in hepatocellular carcinoma: a multicenter study.,Huang C; Zhu XD; Shen YH; Xu B; Wu D; Ji Y; Chen LL; Song TQ; Zhang W; Zeng ZM; Huang HS; Wang K; Huang LQ; Chen YJ; Yang YC; Zhou LD; Long G; Zhao HT; Wang YC; Ge NL; Chen Y; Tan CJ; Zhou J; Fan J; Sun HC,10.1186/s12885-023-10898-z,"BACKGROUND: Pathologic complete response (pCR) following preoperative systemic therapy is associated with improved outcomes after subsequent liver transplant/resection in hepatocellular carcinoma (HCC). However, the relationship between radiographic and histopathological response remains unclear. METHODS: We retrospectively examined patients with initially unresectable HCC who received tyrosine kinase inhibitor (TKI) plus anti-programmed death 1 (PD-1) therapy before undergoing liver resection between March 2019 and September 2021 across 7 hospitals in China. Radiographic response was evaluated using mRECIST. A pCR was defined as no viable tumor cells in resected samples. RESULTS: We included 35 eligible patients, of whom 15 (42.9%) achieved pCR after systemic therapy. After a median follow-up of 13.2 months, tumors recurred in 8 non-pCR and 1 pCR patient. Before resection, there were 6 complete responses, 24 partial responses, 4 stable disease cases, and 1 progressive disease case, per mRECIST. Predicting pCR by radiographic response yielded an area under the receiver operating characteristic curve (AUC) of 0.727 (95% CI: 0.558-0.902), with an optimal cutoff value of 80% reduction in the enhanced area in MRI (called major radiographic response), which had a 66.7% sensitivity, 85.0% specificity, and a 77.1% diagnostic accuracy. When radiographic response was combined with α-fetoprotein response, the AUC was 0.926 (95% CI: 0.785-0.999); the optimal cutoff value was 0.446, which had a 91.7% sensitivity, 84.6%, specificity, and an 88.0% diagnostic accuracy. CONCLUSIONS: In patients with unresectable HCC receiving combined TKI/anti-PD 1 therapy, major radiographic response alone or combined with α-fetoprotein response may predict pCR."
153,104,104,Exploring the Evolving Landscape of Stereotactic Body Radiation Therapy in Hepatocellular Carcinoma,"Sharma, D; Khosla, D; Meena, BL; Yadav, HP; Kapoor, R",10.1016/j.jceh.2024.102386,"Hepatocellular carcinoma (HCC) carries significant morbidity and mortality. Management of the HCC requires a multidisciplinary approach. Surgical resection and liver transplantation are the gold standard options for the appropriate settings. Stereotactic body radiation therapy (SBRT) has emerged as a promising treatment modality in managing HCC; its use is more studied and well-established in advanced HCC (aHCC). Current clinical guidelines universally endorse SBRT as a viable alternative to radiofrequency ablation (RFA), transarterial chemoembolisation (TACE), and transarterial radioembolisation (TARE), a recommendation substantiated by literature demonstrating comparable efficacy among these modalities. In early-stage HCC, SBRT primarily manages unresectable tumours unsuitable for ablative procedures such as microwave ablation and RFA. SBRT has been incorporated as a modality to downstage tumours or as a bridge to transplant. In the case of intermediate or advanced HCC, SBRT offers excellent results either as a single modality or adjunct to other locoregional modalities such as TACE/TARE. Recent data from late-stage HCC patients illustrate the effectiveness of SBRT in achieving local tumour control while minimising damage to surrounding healthy liver tissue. It has promising local control of approximately 80-90% in managing HCC. Additional prospective data comparing the efficacy of SBRT with the first-line recommended therapies such as RFA, TACE, and surgery are essential. The standard of care for patients with advanced/metastatic disease is systemic therapy (immunotherapy/tyrosine kinase inhibitors). SBRT, in combination with immune-checkpoint inhibitors, has an immune-modulatory effect that results in a synergistic effect. Recent findings indicate that the combination of immunotherapy and SBRT in HCC is well-tolerated and exhibits synergistic effects. Further exploration of diverse immunotherapy and radiotherapy strategies is essential to identify the appropriate time for combination treatments and to optimise dose and fraction regimens. Prospective, randomised studies are imperative to establish SBRT as the primary treatment for HCC."
154,104,178,Exploring the Evolving Landscape of Stereotactic Body Radiation Therapy in Hepatocellular Carcinoma.,Sharma D; Khosla D; Meena BL; Yadav HP; Kapoor R,10.1016/j.jceh.2024.102386,"Hepatocellular carcinoma (HCC) carries significant morbidity and mortality. Management of the HCC requires a multidisciplinary approach. Surgical resection and liver transplantation are the gold standard options for the appropriate settings. Stereotactic body radiation therapy (SBRT) has emerged as a promising treatment modality in managing HCC; its use is more studied and well-established in advanced HCC (aHCC). Current clinical guidelines universally endorse SBRT as a viable alternative to radiofrequency ablation (RFA), transarterial chemoembolisation (TACE), and transarterial radioembolisation (TARE), a recommendation substantiated by literature demonstrating comparable efficacy among these modalities. In early-stage HCC, SBRT primarily manages unresectable tumours unsuitable for ablative procedures such as microwave ablation and RFA. SBRT has been incorporated as a modality to downstage tumours or as a bridge to transplant. In the case of intermediate or advanced HCC, SBRT offers excellent results either as a single modality or adjunct to other locoregional modalities such as TACE/TARE. Recent data from late-stage HCC patients illustrate the effectiveness of SBRT in achieving local tumour control while minimising damage to surrounding healthy liver tissue. It has promising local control of approximately 80-90% in managing HCC. Additional prospective data comparing the efficacy of SBRT with the first-line recommended therapies such as RFA, TACE, and surgery are essential. The standard of care for patients with advanced/metastatic disease is systemic therapy (immunotherapy/tyrosine kinase inhibitors). SBRT, in combination with immune-checkpoint inhibitors, has an immune-modulatory effect that results in a synergistic effect. Recent findings indicate that the combination of immunotherapy and SBRT in HCC is well-tolerated and exhibits synergistic effects. Further exploration of diverse immunotherapy and radiotherapy strategies is essential to identify the appropriate time for combination treatments and to optimise dose and fraction regimens. Prospective, randomised studies are imperative to establish SBRT as the primary treatment for HCC. B.V. All rights are reserved, including those for text and data mining, AI training, and similar technologies."
155,108,108,Neoadjuvant and adjuvant systemic therapy in HCC: Current status and the future,"Singal, AG; Yarchoan, M; Yopp, A; Sapisochin, G; Pinato, DJ; Pillai, A",10.1097/HC9.0000000000000430,"Surgical therapies in patients with early-stage HCC can afford long-term survival but are often limited by the continued risk of recurrence, underscoring an interest in (neo)adjuvant strategies. Prior attempts at adjuvant therapy using tyrosine kinase inhibitors failed to yield significant improvements in recurrence-free survival or overall survival. Advances in the efficacy of systemic therapy options, including the introduction of immune checkpoint inhibitors, have fueled renewed interest in this area. Indeed, the IMBrave050 trial recently demonstrated significant improvements in recurrence-free survival with 1 year of adjuvant atezolizumab plus bevacizumab in high-risk patients undergoing surgical resection or ablation, with several other ongoing trials in this space. There is a strong rationale for consideration of the administration of these therapies in the neoadjuvant setting, supported by early clinical data demonstrating high rates of objective responses, although larger trials examining downstream outcomes are necessary, particularly considering the possible risks of this strategy. In parallel, there has been increased interest in using systemic therapies as a bridging or downstaging strategy for liver transplantation. Current data suggest the short-term safety of this approach, with acceptable rates of rejection, so immunotherapy is not considered a contraindication to transplant; however, larger studies are needed to evaluate the incremental value of this approach over locoregional therapy. Conversely, the use of immunotherapy is currently discouraged after liver transplantation, given the high risk of graft rejection and death. The increasing complexity of HCC management and increased consideration of (neo)adjuvant strategies highlight the critical role of multidisciplinary care when making these decisions."
156,108,134,Neoadjuvant and adjuvant systemic therapy in HCC: Current status and the future.,Singal AG; Yarchoan M; Yopp A; Sapisochin G; Pinato DJ; Pillai A,10.1097/HC9.0000000000000430,"Surgical therapies in patients with early-stage HCC can afford long-term survival but are often limited by the continued risk of recurrence, underscoring an interest in (neo)adjuvant strategies. Prior attempts at adjuvant therapy using tyrosine kinase inhibitors failed to yield significant improvements in recurrence-free survival or overall survival. Advances in the efficacy of systemic therapy options, including the introduction of immune checkpoint inhibitors, have fueled renewed interest in this area. Indeed, the IMBrave050 trial recently demonstrated significant improvements in recurrence-free survival with 1 year of adjuvant atezolizumab plus bevacizumab in high-risk patients undergoing surgical resection or ablation, with several other ongoing trials in this space. There is a strong rationale for consideration of the administration of these therapies in the neoadjuvant setting, supported by early clinical data demonstrating high rates of objective responses, although larger trials examining downstream outcomes are necessary, particularly considering the possible risks of this strategy. In parallel, there has been increased interest in using systemic therapies as a bridging or downstaging strategy for liver transplantation. Current data suggest the short-term safety of this approach, with acceptable rates of rejection, so immunotherapy is not considered a contraindication to transplant; however, larger studies are needed to evaluate the incremental value of this approach over locoregional therapy. Conversely, the use of immunotherapy is currently discouraged after liver transplantation, given the high risk of graft rejection and death. The increasing complexity of HCC management and increased consideration of (neo)adjuvant strategies highlight the critical role of multidisciplinary care when making these decisions. behalf of the American Association for the Study of Liver Diseases."
