Index,Title,Abstract,DOI,Authors
63,The study protocol for the China Health Big Data (China Biobank) project,"Background: Osteoporosis, obesity, and fatty liver are increasingly common chronic diseases that seriously threaten people's health. Low-dose chest computed tomography (LDCT) scan is frequently used for lung cancer screening in health screenings and checkups. Quantitative computed tomography (QCT) enables the accurate measurement of volumetric bone mineral density (vBMD), liver fat content, and abdominal fat area using the existing LDCT data without extra radiation. We initiated a new project, the China Health Big Data (China Biobank), which combines the LDCT scan images from lung cancer screening of participants in health checkup with QCT to investigate the added value of QCT to LDCT, in order to establish the normative reference database and diagnosis criteria for the three aforementioned conditions. Methods: The China Biobank project is a prospective nationwide multicenter cohort study that will combine QCT technology with LDCT scans to measure bone mineral density (BMD), intra-abdominal fat distribution, and liver fat content of the generally healthy checkup participants. Mindways QCT calibration phantom (Mindways Software Inc., Austin, TX, USA) and analysis software QCT PRO v6.0 will be used for all centers. Before data collection begins, the European Spine Phantom (ESP) will be used for quality control analysis at each collaborating center. The inclusion criteria are a healthy checkup participant aged 30-90 years, with LDCT as a part of his/her health checkup protocol. Exclusion criteria are pregnant women or participants with a metal implant in the CT scan area. The LDCT images will be transferred to the Mindways workstation for analysis, and vBMD in the L1 and L2 vertebrae, visceral adipose tissue (VAT), subcutaneous adipose tissue (SAT), and liver fat content will be measured. As part of the health checkup, the demographic, anthropometric parameters, blood pressure, and a routine blood laboratory test will be collected. The estimated sample size will be about 30,000. Results: The combination of QCT with LDCT of the chest is validated in this project. The vBMD of spine, visceral fat and liver fat can be measured with a LDCT chest scan. Conclusions: The China Biobank project will assess the added value of QCT to LDCT, and enable accurate evaluation of the prevalence of osteoporosis, obesity, and fatty liver disease in a very large Chinese cohort.",10.21037/qims.2019.06.16,"Wu, Y; Guo, Z; Fu, XX; Wu, J; Gao, JB; Zeng, Q; Fu, HH; Cheng, XG; Ma, YZ; Zhao, KP"
64,The advent of RNA-based therapeutics for metabolic syndrome and associated conditions: a comprehensive review of the literature,"Metabolic syndrome (MetS) is a prevalent and intricate health condition affecting a significant global population, characterized by a cluster of metabolic and hormonal disorders disrupting lipid and glucose metabolism pathways. Clinical manifestations encompass obesity, dyslipidemia, insulin resistance, and hypertension, contributing to heightened risks of diabetes and cardiovascular diseases. Existing medications often fall short in addressing the syndrome's multifaceted nature, leading to suboptimal treatment outcomes and potential long-term health risks. This scenario underscores the pressing need for innovative therapeutic approaches in MetS management. RNA-based treatments, employing small interfering RNAs (siRNAs), microRNAs (miRNAs), and antisense oligonucleotides (ASOs), emerge as promising strategies to target underlying biological abnormalities. However, a summary of research available on the role of RNA-based therapeutics in MetS and related co-morbidities is limited. Murine models and human studies have been separately interrogated to determine whether there have been recent advancements in RNA-based therapeutics to offer a comprehensive understanding of treatment available for MetS. In a narrative fashion, we searched for relevant articles pertaining to MetS co-morbidities such as cardiovascular disease, fatty liver disease, dementia, colorectal cancer, and endocrine abnormalities. We emphasize the urgency of exploring novel therapeutic avenues to address the intricate pathophysiology of MetS and underscore the potential of RNA-based treatments, coupled with advanced delivery systems, as a transformative approach for achieving more comprehensive and efficacious outcomes in MetS patients.Graphical abstractIncorporating the basis of RNA therapeutics in metabolic syndrome. RNA ribonucleic acid, mRNA messenger RNA, ASO anti-sense oligonucleotide, miRNA microRNA, siRNA small interfering RNA",10.1007/s11033-024-09457-x,"Huang, HYR; Badar, S; Said, M; Shah, SDQ; Bharadwaj, HR; Ramamoorthy, K; Alrawashdeh, MM; Haroon, F; Basit, J; Saeed, S; Aji, N; Tse, G; Roy, P; Bardhan, M"
65,Lipid Metabolism Alterations in a Rat Model of Chronic and Intergenerational Exposure to Arsenic,"Chronic exposure to arsenic (As), whether directly through the consumption of contaminated drinking water or indirectly through the daily intake of As-contaminated food, is a health threat for more than 150 million people worldwide. Epidemiological studies found an association between chronic consumption of As and several pathologies, the most common being cancer-related disorders. However, As consumption has also been associated with metabolic disorders that could lead to diverse pathologies, such as type 2 diabetes mellitus, nonalcoholic fatty liver disease, and obesity. Here, we used ultra-performance liquid chromatography (UPLC) coupled to electrospray ionization/quadrupole time-of-flight mass spectrometry (ESI-QToF) to assess the effect of chronic intergenerational As exposure on the lipid metabolism profiles of serum from 4-month-old Wistar rats exposed to As prenatally and also during early life in drinking water (3 ppm). Significant differences in the levels of certain identified lysophospholipids, phosphatidylcholines, and triglycerides were found between the exposed rats and the control groups, as well as between the sexes. Significantly increased lipid oxidation determined by the malondialdehyde (MDA) method was found in exposed rats compared with controls. Chronic intergenerational As exposure alters the rat lipidome, increases lipid oxidation, and dysregulates metabolic pathways, the factors associated with the chronic inflammation present in different diseases associated with chronic exposure to As (i.e., keratosis, Bowen's disease, and kidney, liver, bladder, and lung cancer).",10.1155/2019/4978018,"Rivas-Santiago, C; González-Curiel, I; Zarazua, S; Murgu, M; Cardona, AR; Lazalde, B; Lara-Ramírez, EE; Vázquez, E; Castañeda-Delgado, JE; Rivas-Santiago, B; Lopez, JA; Cervantes-Villagrana, AR; López-Hernández, Y"
66,No association of NAFLD-related polymorphisms in PNPLA3 and TM6SF2 with all-cause and cardiovascular mortality in an Austrian population study,"Background and aimsSingle-nucleotide-polymorphisms in PNPLA3-rs738409 and the TM6SF2-rs58542926, associated with metabolic-dysfunction-associated fatty liver disease (MAFLD), have been discussed as potentially protective for cardiovascular diseases. Therefore, we aimed to study the associations of PNPLA3/TM6SF2 variants with MAFLD and cardiovascular risk in a population-based sample of asymptomatic patients.MethodsThe study cohort comprised 1742 patients of European decent aged 45-80 years from a registry study undergoing screening colonoscopy for colorectal cancer between 2010 and 2014. SCORE2 and Framingham risk score calculated to assess cardiovascular risk. Data on survival were obtained from the national death registryResultsHalf of included patients were male (52%, 59 +/- 10 years), 819 (47%) carried PNPLA3-G and 278 (16%) TM6SF2-T-alleles. MAFLD (PNPLA3-G-allele: 46% vs. 41%, p = 0.041; TM6SF2-T-allele: 54% vs. 42%, p < 0.001) was more frequent in patients harbouring risk alleles with both showing independent associations with MAFLD on multivariable binary logistic regression analysis. While median Framingham risk score was lower in PNPLA3-G-allele carriers (10 vs. 8, p = 0.011), SCORE2 and established cardiovascular diseases were similar across carriers vs. non-carriers of the respective risk-alleles. During a median follow-up of 9.1 years, neither PNPLA3-G-allele nor TM6SF2-T-allele was associated with overall nor with cardiovascular mortality.ConclusionCarriage of PNPLA3/TM6SF2 risk alleles could not be identified as significant factor for all-cause or cardiovascular mortality in asymptomatic middle-aged individuals undergoing screening colonoscopy.",10.1007/s00508-023-02196-2,"Semmler, G; Balcar, L; Wernly, S; Datz, L; Semmler, M; Rosenstatter, L; Stickel, F; Aigner, E; Wernly, B; Datz, C"
67,"Steatosis, Steatohepatitis and Cancer Immunotherapy: An Intricate Story","Immune checkpoint inhibitors represent one of the most significant recent advances in clinical oncology, since they dramatically improved the prognosis of deadly cancers such as melanomas and lung cancer. Treatment with these drugs may be complicated by the occurrence of clinically-relevant adverse drug reactions, most of which are immune-mediated, such as pneumonitis, colitis, endocrinopathies, nephritis, Stevens Johnson syndrome and toxic epidermal necrolysis. Drug-induced steatosis and steatohepatitis are not included among the typical forms of cancer immunotherapy-induced liver toxicity, which, instead, usually occurs as a panlobular hepatitis with prominent lymphocytic infiltrates. Nonetheless, non-alcoholic fatty liver disease is a risk factor for immunotherapy-induced hepatitis, and steatosis and steatohepatitis are frequently observed in this condition. In the present review we discuss how these pathology findings could be explained in the context of current models suggesting immune-mediated pathogenesis for steatohepatitis. We also review evidence suggesting that in patients with hepatocellular carcinoma, the presence of steatosis or steatohepatitis could predict a poor therapeutic response to these agents. How these findings could fit with immune-mediated mechanisms of these liver diseases will also be discussed.",10.3390/ijms222312947,"Cataldi, M; Manco, F; Tarantino, G"
68,Oral and Gut Microbial Dysbiosis and Non-alcoholic Fatty Liver Disease: The Central Role of <i>Porphyromonas gingivalis</i>,"Gut microbiota play many important roles, such as the regulation of immunity and barrier function in the intestine, and are crucial for maintaining homeostasis in living organisms. The disruption in microbiota is called dysbiosis, which has been associated with various chronic inflammatory conditions, food allergies, colorectal cancer, etc. The gut microbiota is also affected by several other factors such as diet, antibiotics and other medications, or bacterial and viral infections. Moreover, there are some reports on the oral-gut-liver axis indicating that the disruption of oral microbiota affects the intestinal biota. Non-alcoholic fatty liver disease (NAFLD) is one of the systemic diseases caused due to the dysregulation of the oral-gut-liver axis. NAFLD is the most common liver disease reported in the developed countries. It includes liver damage ranging from simple steatosis to nonalcoholic steatohepatitis (NASH), cirrhosis, and cancer. Recently, accumulating evidence supports an association between NAFLD and dysbiosis of oral and gut microbiota. Periodontopathic bacteria, especially Porphyromonas gingivalis, have been correlated with the pathogenesis and development of NAFLD based on the clinical and basic research, and immunology. P. gingivalis was detected in the liver, and lipopolysaccharide from this bacteria has been shown to be involved in the progression of NAFLD, thereby indicating a direct role of P. gingivalis in NAFLD. Moreover, P. gingivalis induces dysbiosis of gut microbiota, which promotes the progression of NAFLD, through disrupting both metabolic and immunologic pathways. Here, we review the roles of microbial dysbiosis in NAFLD. Focusing on P. gingivalis, we evaluate and summarize the most recent advances in our understanding of the relationship between oral-gut microbiome symbiosis and the pathogenesis and progression of non-alcoholic fatty liver disease, as well as discuss novel strategies targeting both P. gingivalis and microbial dysbiosis.",10.3389/fmed.2022.822190,"Wang, T; Ishikawa, T; Sasaki, M; Chiba, T"
69,Enhanced acetylation of ATP-citrate lyase promotes the progression of nonalcoholic fatty liver disease,"Hepatic steatosis is a hallmark of nonalcoholic fatty liver disease (NAFLD) and is promoted by dysregulated de novo lipogenesis. ATP-citrate lyase (ACLY) is a crucial lipogenic enzyme that is up-regulated in individuals with NAFLD. A previous study has shown that acetylation of ACLY at Lys-540, Lys-546, and Lys-554 (ACLY-3K) increases ACLY protein stability by antagonizing its ubiquitylation, thereby promoting lipid synthesis and cell proliferation in lung cancer cells. But the functional importance of this regulatory mechanism in other cellular or tissue contexts or under other pathophysiological conditions awaits further investigation. Here, we show that ACLY-3K acetylation also promotes ACLY protein stability in AML12 cells, a mouse hepatocyte cell line, and found that the deacetylase sirtuin 2 (SIRT2) deacetylates ACLY-3K and destabilizes ACLY in these cells. Of note, the livers of mice and humans with NAFLD had increased ACLY protein and ACLY-3K acetylation levels and decreased SIRT2 protein levels. Mimicking ACLY-3K acetylation by replacing the three lysines with three glutamines (ACLY-3KQ variant) promoted lipid accumulation both in high glucose-treated AML12 cells and in the livers of high-fat/high-sucrose (HF/HS) diet-fed mice. Moreover, overexpressing SIRT2 in AML12 cells inhibited lipid accumulation, which was more efficiently reversed by overexpressing the ACLY-3KQ variant than by overexpressing WT ACLY. Additionally, hepatic SIRT2 overexpression decreased ACLY-3K acetylation and its protein level and alleviated hepatic steatosis in HF/HS diet-fed mice. Our findings reveal a posttranscriptional mechanism underlying the up-regulation of hepatic ACLY in NAFLD and suggest that the SIRT2/ACLY axis is involved in NAFLD progression.",10.1074/jbc.RA119.008708,"Guo, L; Guo, YY; Li, BY; Peng, WQ; Chang, XX; Gao, X; Tang, QQ"
70,The Exploration of Novel Pharmacophore Characteristics and Multidirectional Elucidation of Structure-Activity Relationship and Mechanism of Sesquiterpene Pyridine Alkaloids from <i>Tripterygium</i> Based on Computational Approaches,"Sesquiterpene pyridine alkaloids are a large group of highly oxygenated sesquiterpenoids, which are characterized by a macrocyclic dilactone skeleton containing 2-(carboxyalkyl) nicotinic acid and dihydro-beta-agarofuran sesquiterpenoid, and are believed to be the active and less toxic components of Tripterygium. In this study, 55 sesquiterpene pyridine alkaloids from Tripterygium were subjected to identification of pharmacophore characteristics and potential targets analysis. Our results revealed that the greatest structural difference of these compounds was in the pyridine ring and the pharmacophore model-5 (Pm-05) was the best model that consisted of three features including hydrogen bond acceptor (HBA), hydrogen bond donor (HBD), and hydrophobic (HY), especially hydrophobic group located in the pyridine ring. It was proposed that 2-(carboxyalkyl) nicotinic acid part possessing a pyridine ring system was not only a pharmacologically active center but also a core of structural diversity of alkaloids from Tripterygium wilfordii. Furthermore, sesquiterpene pyridine alkaloids from Tripterygium were predicted to target multiple proteins and pathways and possibly played essential roles in the cure of Alzheimer's disease, breast cancer, Chagas disease, and nonalcoholic fatty liver disease (NAFLD). They also had other pharmacological effects, depending on the binding interactions between pyridine rings of these compounds and active cavities of the target genes platelet-activating factor receptor (PTAFR), cannabinoid receptor 1 (CNR1), cannabinoid receptor 1 (CNR2), squalene synthase (FDFT1), and heat shock protein HSP 90-alpha (HSP90AA1). Taken together, the results of this present study indicated that sesquiterpene pyridine alkaloids from Tripterygium are promising candidates that exhibit potential for development as medicine sources and need to be promoted.",10.1155/2021/6676470,"Long, CY; Yang, Y; Yang, Y; Huang, SX; Zhang, XM; Du, W; Yang, DJ; Guo, YL; Zhang, L"
71,Causal effects of lipid-lowering therapies on aging-related outcomes and risk of cancers: a drug-target Mendelian randomization study,"Background: Despite the widespread use of statins, newer lipid-lowering drugs have been emerging. It remains unclear how the long-term use of novel lipid-lowering drugs affects the occurrence of cancers and age-related diseases.Methods: A drug-target Mendelian randomization study was performed. Genetic variants of nine lipid-lowering drug-target genes (HMGCR, PCKS9, NPC1L1, LDLR, APOB, CETP, LPL, APOC3, and ANGPTL3) were extracted as exposures from the summary data of Global Lipids Genetics Consortium Genome-Wide Association Studies (GWAS). GWAS summary data of cancers and noncancerous diseases were used as outcomes. The inversevariance weighted method was applied as the main statistical approach. Sensitivity tests were conducted to evaluate the robustness, pleiotropy, and heterogeneity of the results.Results: In addition to marked effects on decreased risks of atherosclerotic cardiovascular diseases, genetically proxied lipid-lowering variants of PCKS9, CETP, LPL, LDLR, and APOC3 were associated with longer human lifespans (q<0.05). Lipid-lowering variants of ANGPTL3 and LDLR were associated with reduced risks of colorectal cancer, and ANGPTL3 was also associated with lower risks of gastric cancer (q<0.05). Lipid-lowering LPL variants were associated with decreased risks of hypertension, type 2 diabetes, nonalcoholic fatty liver disease, and bladder cancer (q<0.05). Lipid-lowering variants of PCKS9 and HMGCR were associated with decreased risks of osteoporosis (q<0.05). Lipid-lowering APOB variants were associated with a decreased risk of thyroid cancer (q<0.05).Conclusions: Our study provides genetic evidence that newer nonstatin lipid-lowering agents have causal effects on decreased risks of several common cancers and cardiometabolic diseases. These data provide genetic insights into the potential benefits of newer nonstatin therapies.",,"Chen, H; Tang, XY; Su, W; Li, S; Yang, RY; Cheng, H; Zhang, GX; Zhou, XY"
72,Role of the Ghrelin System in Colitis and Hepatitis as Risk Factors for Inflammatory-Related Cancers,"It is not known exactly what leads to the development of colorectal cancer (CRC) and hepatocellular carcinoma (HCC), but there are specific risk factors that increase the probability of their occurrence. The unclear pathogenesis, too-late diagnosis, poor prognosis as a result of high recurrence and metastasis rates, and repeatedly ineffective therapy of both cancers continue to challenge both basic science and practical medicine. The ghrelin system, which is comprised of ghrelin and alternative peptides (e.g., obestatin), growth hormone secretagogue receptors (GHS-Rs), and ghrelin-O-acyl-transferase (GOAT), plays an important role in the physiology and pathology of the gastrointestinal (GI) tract. It promotes various physiological effects, including energy metabolism and amelioration of inflammation. The ghrelin system plays a role in the pathogenesis of inflammatory bowel diseases (IBDs), which are well known risk factors for the development of CRC, as well as inflammatory liver diseases which can trigger the development of HCC. Colitis-associated cancer serves as a prototype of inflammation-associated cancers. Little is known about the role of the ghrelin system in the mechanisms of transformation of chronic inflammation to low- and high-grade dysplasia, and, finally, to CRC. HCC is also associated with chronic inflammation and fibrosis arising from different etiologies, including alcoholic and nonalcoholic fatty liver diseases (NAFLD), and/or hepatitis B (HBV) and hepatitis C virus (HCV) infections. However, the exact role of ghrelin in the progression of the chronic inflammatory lesions into HCC is still unknown. The aim of this review is to summarize findings on the role of the ghrelin system in inflammatory bowel and liver diseases in order to better understand the impact of this system on the development of inflammatory-related cancers, namely CRC and HCC.",10.3390/ijms231911188,"Kasprzak, A; Adamek, A"
73,"Overview of Ursolic Acid Potential for the Treatment of Metabolic Disorders, Autoimmune Diseases, and Cancers via Nuclear Receptor Pathways","Nuclear receptors (NRs) form a family of druggable transcription factors that are regulated by ligand binding to orchestrate multifaceted physiological functions, including reproduction, immunity, metabolism, and growth. NRs represent attractive and valid targets for the management and treatment of a vast array of ailments. Pentacyclic triterpenes (PTs) are ubiquitously distributed natural products in medicinal and aromatic plants, of which ursolic acid (UA) is an extensively studied member, due to its diverse bio-pertinent activities against different cancers, inflammation, aging, obesity, diabetes, dyslipidemia, and liver injury. In fact, PTs share a common lipophilic structure that resembles NRs' endogenous ligands. Herein, we present a review of the literature on UA's effect on NRs, showcasing the resulting health benefits and potential therapeutic outcomes. De facto, UA exhibited numerous pharmacodynamic effects on PPAR, LXR, FXR, and PXR, resulting in remarkable anti-inflammatory, anti-hyperlipidemic, and hepatoprotective properties, by lowering lipid accumulation in hepatocytes and mitigating non-alcoholic steatohepatitis (NASH) and its subsequent liver fibrosis. Furthermore, UA reversed valproate and rifampicin-induced hepatic lipid accumulation. Additionally, UA showed great promise for the treatment of autoimmune inflammatory diseases such as multiple sclerosis and autoimmune arthritis by antagonizing ROR gamma. UA exhibited antiproliferative effects against skin, prostate, and breast cancers, partially via PPAR alpha and ROR gamma pathways. Herein, for the first time, we explore and provide insights into UA bioactivity with respect to NR modulation.",10.3390/biomedicines11102845,"Kadasah, SF; Radwan, MO"
74,Analysis of Factors Related to Pulmonary Nodules in Patients With Fatty Liver: A Large-Scale Cohort Study Based on a Physical Examination Population,"Purpose: People with fatty liver are at high risk for pulmonary nodules, but the underlying mechanism is unclear. This study aimed to investigate the occurrence of lung nodules in fatty liver patients and explore influencing factors. Patients and Methods: We retrospectively analyzed 57,119 individuals who underwent health checkups at the People's Hospital of Guangxi from May 2020 to May 2024. Patients with fatty liver were divided into pulmonary nodule and no pulmonary nodule groups. Univariate and multifactorial analyses were conducted using physical examination data, laboratory test indexes, and imaging information. Logistic regression analysis was used to identify independent predictors of pulmonary nodules in fatty liver patients. Results: A total of 20,042 patients with fatty liver were included in the study, with 12,334 (61.5%) in the lung nodule group and 7708 (38.5%) in the non-lung nodule group. Age, gender, systolic and diastolic blood pressure were significantly higher in the pulmonary nodule group, while body weight, waist circumference, hemoglobin, uric acid, and glutamyltransferase were lower. Multifactorial logistic regression analysis showed that male gender, body weight, age, and diastolic blood pressure were significant factors influencing lung nodule development in fatty liver patients. Conclusion: Fatty liver disease is independently associated with an increased incidence of pulmonary nodules, highlighting its importance in lung cancer screening and prevention.",10.2147/IJGM.S495396,"Qin, Y; Huang, XZ; Lin, JL; Pan, LX; Liang, QY; Li, W"
75,Modulation of the intestinal Microbiota by Nutritional Interventions,"Humans live in symbiosis with billions of commensal bacteria. The so-called microbiota live on different biological interfaces such as the skin, the urogenital tract and the gastrointestinal tract. Commensal bacteria replace potentially pathogenic microbes, synthesize vitamins and ferment dietary fibre. An imbalance in the bacterial composition of the intestinal microbiota has been associated with various diseases including gut-associated disorders such as inflammatory bowel diseases, colorectal cancer and nonalcoholic fatty liver disease. Furthermore, a shift in the microbiota composition appears to be of pathophysiological relevance which renders the specific modulation of the intestinal microbiota a promising approach in the treatment of the above mentioned diseases. Our intestinal microbiota composition is mainly modulated by dietary macro- and micronutrients but also by secondary plant compounds and synthetic food additives such as emulsifiers and artificial sweeteners. Nutritional interventions with the purpose to modulate the intestinal microbiota show only limited therapeutic potential in the treatment of gut-associated disorders, which may be due to individual differences in the intestinal microbiota composition and a lack of specificity. A combination of newly established technical analytic approaches involving a machine-learning algorithm may bridge the currently existing limitations by providing a personalized, highly-specific and consequently therapeutically effective microbiota modulation.",10.1007/s00108-017-0217-0,"Derer, S; Lehnert, H; Sina, C; Wagner, AE"
76,Discrete Correlation Summation Clustering Reveals Differential Regulation of Liver Metabolism by Thrombospondin-1 in Low-Fat and High-Fat Diet-Fed Mice,"Thrombospondin-1 (TSP1) is a matricellular protein with many important roles in mediating carcinogenesis, fibrosis, leukocyte recruitment, and metabolism. We have previously shown a role of diet in the absence of TSP1 in liver metabolism in the context of a colorectal cancer model. However, the metabolic implications of TSP1 regulation by diet in the liver metabolism are currently understudied. Therefore Discrete correlation summation (DCS) was used to re-interrogate data and determine the metabolic alterations of TSP1 deficiency in the liver, providing new insights into the role of TSP1 in liver injury and the progression of liver pathologies such as nonalcoholic fatty liver disease (NAFLD). DCS analysis provides a straightforward approach to rank covariance and data clustering when analyzing complex data sets. Using this approach, our previous liver metabolite data was re-analyzed by comparing wild-type (WT) and Thrombospondin-1 null (Thbs1(-/-)) mice, identifying changes driven by genotype and diet. Principal component analysis showed clustering of animals by genotype regardless of diet, indicating that TSP1 deficiency alters metabolite handling in the liver. High-fat diet consumption significantly altered over 150 metabolites in the Thbs1(-/-) livers versus approximately 90 in the wild-type livers, most involved in amino acid metabolism. The absence of Thbs1 differentially regulated tryptophan and tricarboxylic acid cycle metabolites implicated in the progression of NAFLD. Overall, the lack of Thbs1 caused a significant shift in liver metabolism with potential implications for liver injury and the progression of NAFLD.",10.3390/metabo12111036,"Bronson, SM; Westwood, B; Cook, KL; Emenaker, NJ; Chappell, MC; Roberts, DD; Soto-Pantoja, DR"
77,Impact of diet on irinotecan toxicity in mice,"Irinotecan is highly effective in the treatment of metastatic colorectal cancer as well as many other cancers. However, irinotecan is known to cause severe diarrhea, which pose significant problems in patients undergoing irinotecan based chemotherapy. Dietary and herbal components have shown promise in improving gastrointestinal health. Therefore, we compared the effect of grain-based chow diet containing phytoestrogens and corn/alfalfa as fat source to purified diets containing either animal-derived fat source (lard) or plant-derived fat source (soybean oil) on irinotecan-induced toxicities in mice. The concentration of the toxic metabolite, SN-38, was measured in the serum, and the activity of main enzyme, carboxylesterase (CEs) involved in biotransformation of irinotecan to SN-38 formation was measured in the liver. We found that the grain-based diet was protective against irinotecan-induced diarrhea. Interestingly, purified diet containing lard caused fatty liver in mice, while grain-based chow diet containing corn/alfa-alfa or purified diet with soybean oil did not cause fat deposition in the liver. Serum SN-38 concentration was significantly higher in the mice fed with purified diets compared to the chow-fed mice. Hepatic CEs activity was induced in the presence of irinotecan in mice on purified diets, but not chow diet. These results indicate that components of grain-based natural diet (presumably phytoestrogens and/or the macronutrients balance) compared to purified diets may have a beneficial effect by controlling the adverse effects of irinotecan in cancer patients.",10.1016/j.cbi.2018.06.018,"Mallick, P; Shah, P; Ittmann, MM; Trivedi, M; Hu, M; Gao, S; Ghose, R"
78,The impact of endotrophin on the progression of chronic liver disease,"Liver disease: Collagen fragment spurs liver inflammation and fibrosis Localized buildup in the liver of a collagen-derived cleavage fragment plays a critical role in accelerating the development of tissue scarring and liver cancer in mice. Using a transgenic mouse model of fatty liver disease, a team led by Philipp Scherer from the University of Texas Southwestern Medical Center, Dallas, USA, and Jiyoung Park of Ulsan National Institute of Science and Technology, South Korea, showed that liver-specific accumulation of a collagen fragment known as endotrophin leads to activation of inflammatory and fibrotic pathways. The mice subsequently develop metabolic dysfunction, insulin resistance and, with time, cancerous nodules in the liver. The findings suggest that endotrophin accumulation, when it occurs in liver tissue that already contains large depositions of fat, can overwhelm normal liver physiology and accelerate organ damage. Non-alcoholic fatty liver disease (NAFLD) is the most common liver disease and can lead to multiple complications, including non-alcoholic steatohepatitis (NASH), cirrhosis, and hepatocellular carcinoma. The fibrotic liver is characterized by the pathological accumulation of extracellular matrix (ECM) proteins. Type VI collagen alpha3 (Col6a3) is a biomarker of hepatic fibrosis, and its cleaved form, endotrophin (ETP), plays a critical role in adipose tissue dysfunction, insulin resistance, and breast cancer development. Here, we studied the effects of the Col6a3-derived peptide ETP on the progression of chronic liver diseases, such as NASH and liver cancer. We used a doxycycline (Dox)-inducible liver-specific ETP-overexpressing mouse model on a NAFLD-prone (liver-specific SREBP1a transgenic) background. For this, we evaluated the consequences of local ETP expression in the liver and its effect on hepatic inflammation, fibrosis, and insulin resistance. Accumulation of ETP in the liver induced hepatic inflammation and the development of fibrosis with associated insulin resistance. Surprisingly, ETP overexpression also led to the emergence of liver cancer within 10 months in the SREBP1a transgenic background. Our data revealed that ETP can act as a ""second hit"" during the progression of NAFLD and can play an important role in the development of NASH and hepatocellular carcinoma (HCC). These observations firmly link elevated levels of ETP to chronic liver disease.",10.1038/s12276-020-00520-8,"Kim, M; Lee, C; Seo, DY; Lee, H; Horton, JD; Park, J; Scherer, PE"
79,Preoperative detection of colorectal liver metastases in fatty liver: MDCT or MRI?,"Objective: To compare the diagnostic value of multidetector computed tomography (MDCT) and magnetic resonance imaging (MRI) in the preoperative detection of colorectal liver metastases in diffuse fatty infiltration of the liver, associated with neoadjuvant chemotherapy. Materials and methods: Twenty preoperative tri-phasic MDCT(4-64-row, Siemens) and dynamic contrast-enhanced MRI (1.5 T or 3.0 T, Siemens) examinations of patients with colorectal cancer and liver metastases in diffuse steatosis were retrospectively evaluated. All patients underwent surgical resection for liver metastases (time interval 1-60 days). The amount of fatty infiltration of the liver was determined histopathologically by semi-quantitative percent-wise estimation and ranged from 25 to 75%. Results: Overall, 51 metastases were found by histopathology of the resected liver segments/lobes. The size of the metastases ranged from 0.4 to 13 cm, with 18 (35%) being up to 1 cm in diameter. In the overall rating, MDCT detected 33/51 lesions (65%), and MRI 45/51 (88%). For lesions up to 1 cm, MDCT detected only 2/18 (11%) and MRI 12/18 (66%). One false positive lesion was detected by MDCT. Statistical analysis showed that MRI is markedly superior to MDCT, with a statistically significant difference (p < .001), particularly for the detection of small lesions (<= 1 cm; p < .004). There was no significant difference between the two modalities in the detection of lesions >1 cm. Conclusion: For the detection of colorectal liver metastases after neoadjuvant chemotherapy and consecutive diffuse fatty infiltration of the liver, MRI is superior to MDCT, especially for the detection of small lesions. (C) 2010 Elsevier Ireland Ltd. All rights reserved.",10.1016/j.ejrad.2010.03.004,"Kulemann, V; Schima, W; Tamandl, D; Kaczirek, K; Gruenberger, T; Wrba, F; Weber, M; Ba-Ssalamah, A"
80,Obesity as a risk factor for diseases of the digestive system,"Currently, the global prevalence of obesity among the world's adult population is about 650 million people, which makes it possible to consider this chronic metabolic disease as a non-infectious pandemic of the 21st century. It has been proven that obesity is associated with several gastroenterological diseases, while the mechanisms of these associations are extremely heterogeneous and multifactorial. Hypertrophy and hyperplasia of adipocytes in obesity lead to a change in the profile of adipokine production (a decrease in adiponectin, an increase in leptin), an increase in the production of pro-inflammatory cytokines (interleukin-1, 6, 8, tumor necrosis factor a), C-reactive protein, free fatty acids, as well as active forms of oxygen (superoxide radicals, H2O2). All the above induces the development of chronic slowly progressive inflammation, oxidative stress, and insulin resistance. In addition, peptides secreted by adipocytes (adiponectin, leptin, nesfatin-1 and apelin) can modulate gastrointestinal motility, acting both centrally and peripherally. The qualitative and quantitative changes in the intestinal microbiota observed in obese patients (increased Firmicutes and decreased Bacteroidetes) lead to a decrease in the production of short-chain fatty acids and an increase in the intestinal permeability due to disruption of intercellular tight junctions, which leads to increased translocation of bacteria and endotoxins into the systemic circulation. Numerous studies have demonstrated the association of obesity with diseases of the esophagus (gastroesophageal reflux disease, Barrett's esophagus, esophageal adenocarcinoma, esophageal motility disorders), stomach (functional dyspepsia, stomach cancer), gallbladder (cholelithiasis, gallbladder cancer), pancreas (acute pancreatitis, pancreatic cancer), liver (non-alcoholic fatty liver disease, hepatocellular carcinoma), intestine (diverticular disease, irritable bowel syndrome, colorectal cancer).",10.26442/00403660.2021.08.200983,"Andreev, DN; Kucheryavyy, YA"
